age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,previously_contacted,days_since_previous_contact
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,services,married,university.degree,no,yes,no,telephone,may,tue,9,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,admin.,single,university.degree,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,services,married,high.school,no,no,no,telephone,may,tue,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
28,admin.,single,high.school,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,unemployed,divorced,high.school,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,technician,married,basic.9y,no,yes,no,telephone,may,tue,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,retired,married,unknown,unknown,no,no,telephone,may,tue,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,technician,single,university.degree,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,admin.,divorced,high.school,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,services,married,high.school,no,no,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,services,single,high.school,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,self-employed,unknown,basic.6y,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,management,divorced,university.degree,no,yes,no,telephone,may,tue,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,services,married,high.school,unknown,no,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,admin.,single,professional.course,unknown,yes,no,telephone,may,tue,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,self-employed,married,basic.9y,unknown,yes,no,telephone,may,tue,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
25,technician,single,university.degree,no,unknown,unknown,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,admin.,divorced,high.school,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
30,services,married,university.degree,no,no,no,telephone,may,tue,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,technician,married,professional.course,no,no,no,telephone,may,tue,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
28,admin.,single,high.school,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,entrepreneur,single,basic.9y,no,no,no,telephone,may,tue,7,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
29,services,divorced,high.school,no,yes,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,married,high.school,no,no,yes,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,admin.,single,professional.course,no,no,no,telephone,may,tue,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
26,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,admin.,married,university.degree,no,no,yes,telephone,may,tue,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
48,admin.,single,basic.6y,unknown,yes,no,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,management,married,university.degree,unknown,yes,no,telephone,may,tue,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,services,single,basic.9y,unknown,yes,yes,telephone,may,tue,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,unknown,married,unknown,unknown,no,no,telephone,may,wed,13,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,12,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
25,technician,married,high.school,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,admin.,married,high.school,unknown,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,admin.,divorced,university.degree,unknown,yes,no,telephone,may,wed,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,9,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,services,single,high.school,unknown,no,no,telephone,may,wed,7,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
29,services,married,high.school,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,services,married,high.school,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,management,single,university.degree,no,unknown,unknown,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,services,divorced,high.school,no,no,no,telephone,may,wed,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,single,basic.4y,unknown,unknown,unknown,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,services,married,high.school,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,admin.,married,university.degree,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,management,married,university.degree,no,yes,no,telephone,may,wed,8,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,unknown,married,high.school,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,technician,single,university.degree,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,technician,single,high.school,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,blue-collar,single,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,admin.,married,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,admin.,married,unknown,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,6,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,technician,single,university.degree,no,no,yes,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,technician,married,basic.6y,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,housemaid,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,technician,single,professional.course,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,blue-collar,divorced,basic.4y,no,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,admin.,divorced,basic.9y,no,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,management,divorced,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,single,professional.course,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,self-employed,married,basic.4y,unknown,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,services,married,high.school,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,retired,married,basic.4y,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,blue-collar,single,basic.4y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,entrepreneur,single,basic.4y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,admin.,single,university.degree,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,services,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
30,technician,married,professional.course,no,yes,yes,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,single,high.school,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,management,married,professional.course,no,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
60,technician,divorced,professional.course,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,management,married,professional.course,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
59,retired,married,basic.4y,unknown,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,admin.,single,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,technician,married,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,self-employed,married,university.degree,no,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,technician,married,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,management,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
26,admin.,single,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,blue-collar,married,professional.course,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
58,unknown,married,basic.4y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,technician,single,professional.course,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,admin.,single,high.school,no,no,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,admin.,married,high.school,no,no,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,technician,single,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,blue-collar,single,university.degree,no,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,blue-collar,single,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,services,married,high.school,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,unemployed,married,basic.9y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,technician,divorced,basic.9y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
29,technician,married,university.degree,no,no,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,admin.,married,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,21,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,18,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,blue-collar,single,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,admin.,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,admin.,married,high.school,no,no,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,blue-collar,single,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
44,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
44,admin.,married,university.degree,no,yes,yes,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,services,single,high.school,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,self-employed,married,professional.course,no,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,services,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,services,married,basic.9y,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,technician,married,professional.course,no,no,yes,telephone,may,wed,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,admin.,married,high.school,unknown,no,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
31,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,admin.,married,professional.course,no,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,admin.,single,high.school,no,yes,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,services,married,high.school,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,technician,married,basic.4y,unknown,no,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
20,entrepreneur,single,high.school,no,no,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,housemaid,married,basic.9y,unknown,unknown,unknown,telephone,may,wed,7,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
30,services,married,basic.9y,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,technician,divorced,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,admin.,single,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,admin.,married,high.school,no,no,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,admin.,single,high.school,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
29,admin.,single,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
55,admin.,married,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,admin.,single,university.degree,no,yes,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,housemaid,married,basic.4y,unknown,yes,yes,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,technician,single,university.degree,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,admin.,married,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,entrepreneur,married,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
30,blue-collar,married,unknown,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
55,retired,married,high.school,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,management,married,basic.9y,no,yes,yes,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
25,entrepreneur,single,university.degree,no,yes,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,management,married,university.degree,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
48,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,entrepreneur,married,high.school,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
31,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,management,divorced,university.degree,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,18,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
31,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,retired,married,professional.course,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,retired,married,basic.6y,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,management,married,university.degree,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,married,unknown,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
25,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,admin.,single,unknown,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,housemaid,divorced,basic.4y,unknown,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,services,married,high.school,unknown,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,blue-collar,married,unknown,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
48,admin.,single,high.school,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,retired,married,basic.4y,no,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
55,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,blue-collar,single,basic.4y,unknown,no,yes,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
54,technician,married,professional.course,no,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,admin.,married,high.school,no,no,no,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
31,technician,married,university.degree,no,no,yes,telephone,may,wed,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
44,technician,single,high.school,no,no,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
